gene_id	CHROM	POS	STRAND	gene_name	gene_locus	reg_locus	promoter
ENSG00000143416	chr1	151345209	-	SELENBP1	chr1:151336778-151345209	chr1:151324727-151367009	chr1:151344210-151350209
ENSG00000159377	chr1	151372009	+	PSMB4	chr1:151372010-151374420	chr1:151350209-151430942	chr1:151367009-151373008
ENSG00000143442	chr1	151431941	-	POGZ	chr1:151375200-151431941	chr1:151373008-151478872	chr1:151430942-151436941
ENSG00000143375	chr1	151483872	+	CGN	chr1:151482986-151511168	chr1:151436941-151507780	chr1:151478872-151484871
ENSG00000143367	chr1	151512780	+	TUFT1	chr1:151512781-151556059	chr1:151484871-151579557	chr1:151507780-151513779
ENSG00000143376	chr1	151584557	+	SNX27	chr1:151584541-151671567	chr1:151513779-151688291	chr1:151579557-151585556
ENSG00000159409	chr1	151689290	-	CELF3	chr1:151674880-151689290	chr1:151585556-151730444	chr1:151688291-151694290
ENSG00000143450	chr1	151735444	+	OAZ3	chr1:151735445-151743808	chr1:151694290-151736443	chr1:151730444-151736443
ENSG00000143436	chr1	151736040	-	MRPL9	chr1:151732119-151736040	chr1:151735041-151762893	chr1:151735041-151741040
ENSG00000182134	chr1	151763892	-	TDRKH	chr1:151742583-151763892	chr1:151741040-151777631	chr1:151762893-151768892
ENSG00000213171	chr1	151778630	-	LINGO4	chr1:151772740-151778630	chr1:151768892-151803349	chr1:151777631-151783630
ENSG00000143365	chr1	151804348	-	RORC	chr1:151778547-151804348	chr1:151783630-151812034	chr1:151803349-151809348
ENSG00000225556	chr1	151813033	-	C2CD4D	chr1:151810295-151813033	chr1:151809348-151825174	chr1:151812034-151818033
ENSG00000196407	chr1	151826173	-	THEM5	chr1:151819739-151826173	chr1:151818033-151881285	chr1:151825174-151831173
ENSG00000159445	chr1	151882284	-	THEM4	chr1:151846060-151882284	chr1:151831173-151965867	chr1:151881285-151887284
ENSG00000197747	chr1	151966866	-	S100A10	chr1:151955391-151966866	chr1:151887284-152008512	chr1:151965867-151971866
ENSG00000163191	chr1	152009511	-	S100A11	chr1:152004982-152020383	chr1:151971866-152060541	chr1:152008512-152014511
ENSG00000182898	chr1	152061540	-	TCHHL1	chr1:152056620-152061540	chr1:152014511-152085557	chr1:152060541-152066540
ENSG00000159450	chr1	152086556	-	TCHH	chr1:152078793-152086556	chr1:152066540-152130705	chr1:152085557-152091556
ENSG00000215853	chr1	152131704	-	RPTN	chr1:152126071-152131704	chr1:152091556-152195670	chr1:152130705-152136704
ENSG00000197915	chr1	152196669	-	HRNR	chr1:152184558-152196669	chr1:152136704-152296680	chr1:152195670-152201669
ENSG00000143631	chr1	152297679	-	FLG	chr1:152274651-152297679	chr1:152201669-152331483	chr1:152296680-152302679
ENSG00000143520	chr1	152332482	-	FLG2	chr1:152321211-152332482	chr1:152302679-152385740	chr1:152331483-152337482
ENSG00000143536	chr1	152386739	-	CRNN	chr1:152381719-152386739	chr1:152337482-152478319	chr1:152385740-152391739
ENSG00000186207	chr1	152483319	+	LCE5A	chr1:152483320-152484653	chr1:152391739-152484318	chr1:152478319-152484318
ENSG00000169509	chr1	152486977	+	CRCT1	chr1:152486978-152488486	chr1:152481977-152538249	chr1:152481977-152487976
ENSG00000185966	chr1	152539248	-	LCE3E	chr1:152538130-152539248	chr1:152487976-152551981	chr1:152538249-152544248
ENSG00000163202	chr1	152552980	-	LCE3D	chr1:152551857-152552980	chr1:152544248-152568137	chr1:152551981-152557980
ENSG00000244057	chr1	152573137	+	LCE3C	chr1:152573138-152573562	chr1:152557980-152581286	chr1:152568137-152574136
ENSG00000187238	chr1	152586286	+	LCE3B	chr1:152586287-152586574	chr1:152574136-152594580	chr1:152581286-152587285
ENSG00000185962	chr1	152595579	-	LCE3A	chr1:152595310-152595579	chr1:152587285-152630871	chr1:152594580-152600579
ENSG00000187223	chr1	152635871	+	LCE2D	chr1:152635872-152637135	chr1:152600579-152642770	chr1:152630871-152636870
ENSG00000187180	chr1	152647770	+	LCE2C	chr1:152647771-152649050	chr1:152636870-152653598	chr1:152642770-152648769
ENSG00000159455	chr1	152658598	+	LCE2B	chr1:152647771-152659877	chr1:152648769-152665839	chr1:152653598-152659597
ENSG00000187173	chr1	152670839	+	LCE2A	chr1:152670840-152671918	chr1:152659597-152675635	chr1:152665839-152671838
ENSG00000187170	chr1	152680635	+	LCE4A	chr1:152680636-152681967	chr1:152671838-152686997	chr1:152675635-152681634
ENSG00000198854	chr1	152691997	+	C1orf68	chr1:152691998-152692905	chr1:152681634-152725505	chr1:152686997-152692996
ENSG00000203786	chr1	152730505	+	KPRP	chr1:152730506-152734529	chr1:152692996-152743847	chr1:152725505-152731504
ENSG00000240386	chr1	152748847	+	LCE1F	chr1:152748848-152749445	chr1:152731504-152753752	chr1:152743847-152749846
ENSG00000186226	chr1	152758752	+	LCE1E	chr1:152758690-152760902	chr1:152749846-152764226	chr1:152753752-152759751
ENSG00000172155	chr1	152769226	+	LCE1D	chr1:152769227-152770657	chr1:152759751-152778108	chr1:152764226-152770225
ENSG00000197084	chr1	152779107	-	LCE1C	chr1:152777311-152779107	chr1:152770225-152784107	chr1:152778108-152784107
ENSG00000196734	chr1	152784446	+	LCE1B	chr1:152784447-152785585	chr1:152779446-152794948	chr1:152779446-152785445
ENSG00000186844	chr1	152799948	+	LCE1A	chr1:152799949-152800573	chr1:152785445-152810343	chr1:152794948-152800947
ENSG00000235942	chr1	152815343	+	LCE6A	chr1:152815344-152816459	chr1:152800947-152845792	chr1:152810343-152816342
ENSG00000163206	chr1	152850792	+	SMCP	chr1:152850793-152857523	chr1:152816342-152876020	chr1:152845792-152851791
ENSG00000163207	chr1	152881020	+	IVL	chr1:152881021-152884362	chr1:152851791-152938141	chr1:152876020-152882019
ENSG00000184148	chr1	152943141	+	SPRR4	chr1:152943142-152945050	chr1:152882019-152951556	chr1:152938141-152944140
ENSG00000169474	chr1	152956556	+	SPRR1A	chr1:152956557-152958289	chr1:152944140-152969222	chr1:152951556-152957555
ENSG00000163209	chr1	152974222	+	SPRR3	chr1:152974223-152976332	chr1:152957555-152998677	chr1:152969222-152975221
ENSG00000169469	chr1	153003677	+	SPRR1B	chr1:153003678-153005376	chr1:152975221-153013408	chr1:152998677-153004676
ENSG00000163216	chr1	153014407	-	SPRR2D	chr1:153012201-153014407	chr1:153004676-153029014	chr1:153013408-153019407
ENSG00000241794	chr1	153030013	-	SPRR2A	chr1:153028589-153030013	chr1:153019407-153043085	chr1:153029014-153035013
ENSG00000196805	chr1	153044084	-	SPRR2B	chr1:153042700-153113927	chr1:153035013-153077661	chr1:153043085-153049084
ENSG00000203785	chr1	153078660	-	SPRR2E	chr1:153065611-153078660	chr1:153049084-153084992	chr1:153077661-153083660
ENSG00000244094	chr1	153085991	-	SPRR2F	chr1:153084590-153085991	chr1:153083660-153122346	chr1:153084992-153090991
ENSG00000159516	chr1	153123345	-	SPRR2G	chr1:153122058-153123345	chr1:153090991-153170918	chr1:153122346-153128345
ENSG00000203784	chr1	153175918	+	LELP1	chr1:153175919-153177596	chr1:153128345-153185059	chr1:153170918-153176917
ENSG00000203783	chr1	153190059	+	PRR9	chr1:153190060-153191793	chr1:153176917-153227175	chr1:153185059-153191058
ENSG00000203782	chr1	153232175	+	LOR	chr1:153232176-153234598	chr1:153191058-153282195	chr1:153227175-153233174
ENSG00000159527	chr1	153283194	-	PGLYRP3	chr1:153270338-153283194	chr1:153233174-153320023	chr1:153282195-153288194
ENSG00000163218	chr1	153321022	-	PGLYRP4	chr1:153302596-153321316	chr1:153288194-153326022	chr1:153320023-153326022
ENSG00000163220	chr1	153330329	+	S100A9	chr1:153330330-153333503	chr1:153325329-153347126	chr1:153325329-153331328
ENSG00000163221	chr1	153348125	-	S100A12	chr1:153346184-153348125	chr1:153331328-153362665	chr1:153347126-153353125
ENSG00000143546	chr1	153363664	-	S100A8	chr1:153362508-153363664	chr1:153353125-153383999	chr1:153362665-153368664
ENSG00000184330	chr1	153388999	+	S100A7A	chr1:153389000-153395701	chr1:153368664-153411426	chr1:153383999-153389998
ENSG00000197364	chr1	153412425	-	S100A7L2	chr1:153409534-153412425	chr1:153389998-153432178	chr1:153411426-153417425
ENSG00000143556	chr1	153433177	-	S100A7	chr1:153430220-153433177	chr1:153417425-153507721	chr1:153432178-153438177
ENSG00000197956	chr1	153508720	-	S100A6	chr1:153507075-153508720	chr1:153438177-153513720	chr1:153507721-153513720
ENSG00000196420	chr1	153514241	-	S100A5	chr1:153509623-153514241	chr1:153513242-153519241	chr1:153513242-153519241
ENSG00000196154	chr1	153518361	-	S100A4	chr1:153516089-153522612	chr1:153517362-153523361	chr1:153517362-153523361
ENSG00000188015	chr1	153521848	-	S100A3	chr1:153519805-153521848	chr1:153520849-153537342	chr1:153520849-153526848
ENSG00000196754	chr1	153538341	-	S100A2	chr1:153533584-153540366	chr1:153526848-153580814	chr1:153537342-153543341
ENSG00000188643	chr1	153581813	-	S100A16	chr1:153579362-153585621	chr1:153543341-153588463	chr1:153580814-153586813
ENSG00000189334	chr1	153589462	-	S100A14	chr1:153586731-153589462	chr1:153586813-153595872	chr1:153588463-153594462
ENSG00000160678	chr1	153600872	+	S100A1	chr1:153600402-153604513	chr1:153594462-153601871	chr1:153595872-153601871
ENSG00000160679	chr1	153606524	+	CHTOP	chr1:153606525-153618782	chr1:153601524-153607523	chr1:153601524-153607523
ENSG00000189171	chr1	153606568	-	S100A13	chr1:153591263-153606568	chr1:153605569-153626129	chr1:153605569-153611568
ENSG00000143553	chr1	153631129	+	SNAPIN	chr1:153631130-153634306	chr1:153611568-153642525	chr1:153626129-153632128
ENSG00000143621	chr1	153643524	-	ILF2	chr1:153634512-153643524	chr1:153632128-153648524	chr1:153642525-153648524
ENSG00000169418	chr1	153651112	+	NPR1	chr1:153651113-153666468	chr1:153646112-153695542	chr1:153646112-153652111
ENSG00000143624	chr1	153700542	+	INTS3	chr1:153700543-153746555	chr1:153652111-153742767	chr1:153695542-153701541
ENSG00000143554	chr1	153747767	+	SLC27A3	chr1:153746830-153752633	chr1:153701541-153894452	chr1:153742767-153748766
ENSG00000143614	chr1	153895451	-	GATAD2B	chr1:153777201-153895451	chr1:153748766-153918173	chr1:153894452-153900451
ENSG00000198837	chr1	153919172	-	DENND4B	chr1:153901977-153919172	chr1:153900451-153930102	chr1:153918173-153924172
ENSG00000160741	chr1	153931101	-	CRTC2	chr1:153920145-153931101	chr1:153924172-153936101	chr1:153930102-153936101
ENSG00000143570	chr1	153935951	-	SLC39A1	chr1:153931575-153940188	chr1:153934952-153940951	chr1:153934952-153940951
ENSG00000143578	chr1	153940378	+	CREB3L4	chr1:153940010-153946839	chr1:153935378-153949165	chr1:153935378-153941377
ENSG00000143543	chr1	153950164	-	JTB	chr1:153946745-153950164	chr1:153941377-153957829	chr1:153949165-153955164
ENSG00000143545	chr1	153958828	-	RAB13	chr1:153954127-153958834	chr1:153955164-153963828	chr1:153957829-153963828
ENSG00000177954	chr1	153963234	+	RPS27	chr1:153963235-153964626	chr1:153958234-154126593	chr1:153958234-153964233
ENSG00000143552	chr1	154127592	-	NUP210L	chr1:153965161-154127592	chr1:153964233-154163688	chr1:154126593-154132592
ENSG00000143549	chr1	154164687	-	TPM3	chr1:154127784-154167124	chr1:154132592-154177810	chr1:154163688-154169687
ENSG00000163263	chr1	154178809	-	C1orf189	chr1:154171848-154178809	chr1:154169687-154188324	chr1:154177810-154183809
ENSG00000143569	chr1	154193324	+	UBAP2L	chr1:154192655-154243986	chr1:154183809-154194323	chr1:154188324-154194323
ENSG00000143612	chr1	154193082	-	C1orf43	chr1:154179182-154193104	chr1:154192083-154239986	chr1:154192083-154198082
ENSG00000143575	chr1	154244986	+	HAX1	chr1:154244987-154248351	chr1:154198082-154288591	chr1:154239986-154245985
ENSG00000143595	chr1	154293591	+	AQP10	chr1:154293566-154297801	chr1:154245985-154295275	chr1:154288591-154294590
ENSG00000143515	chr1	154300275	+	ATP8B2	chr1:154298029-154323783	chr1:154294590-154372668	chr1:154295275-154301274
ENSG00000160712	chr1	154377668	+	IL6R	chr1:154377669-154441926	chr1:154301274-154470447	chr1:154372668-154378667
ENSG00000163239	chr1	154475447	+	TDRD10	chr1:154474695-154520623	chr1:154378667-154476446	chr1:154470447-154476446
ENSG00000169291	chr1	154474589	-	SHE	chr1:154442248-154474589	chr1:154473590-154530110	chr1:154473590-154479589
ENSG00000160714	chr1	154531109	-	UBE2Q1	chr1:154521053-154531504	chr1:154479589-154536109	chr1:154530110-154536109
ENSG00000160716	chr1	154540256	+	CHRNB2	chr1:154540257-154552502	chr1:154535256-154579683	chr1:154535256-154541255
ENSG00000160710	chr1	154580682	-	ADAR	chr1:154554538-154600475	chr1:154541255-154841757	chr1:154579683-154585682
ENSG00000143603	chr1	154842756	-	KCNN3	chr1:154669931-154842756	chr1:154585682-154908468	chr1:154841757-154847756
ENSG00000163344	chr1	154909467	-	PMVK	chr1:154897210-154909467	chr1:154847756-154927581	chr1:154908468-154914467
ENSG00000163346	chr1	154928580	-	PBXIP1	chr1:154916552-154928599	chr1:154914467-154933580	chr1:154927581-154933580
ENSG00000163348	chr1	154934224	-	PYGO2	chr1:154929502-154936329	chr1:154933225-154942174	chr1:154933225-154939224
ENSG00000173207	chr1	154947174	+	CKS1B	chr1:154947129-154951725	chr1:154939224-154948173	chr1:154942174-154948173
ENSG00000160691	chr1	154943223	-	SHC1	chr1:154934774-154946871	chr1:154942224-154950848	chr1:154942224-154948223
ENSG00000160688	chr1	154955848	+	FLAD1	chr1:154955814-154965587	chr1:154948223-154961063	chr1:154950848-154956847
ENSG00000163352	chr1	154966063	+	LENEP	chr1:154966062-154966791	chr1:154956847-154970294	chr1:154961063-154967062
ENSG00000160685	chr1	154975294	+	ZBTB7B	chr1:154975127-154990998	chr1:154967062-155001299	chr1:154970294-154976293
ENSG00000163357	chr1	155006299	+	DCST1	chr1:155006300-155023406	chr1:154976293-155007298	chr1:155001299-155007298
ENSG00000163354	chr1	155006236	-	DCST2	chr1:154990996-155006257	chr1:155005237-155018761	chr1:155005237-155011236
ENSG00000143537	chr1	155023761	+	ADAM15	chr1:155023042-155035252	chr1:155011236-155031223	chr1:155018761-155024760
ENSG00000251246	chr1	155036223	+	EFNA3	chr1:155036224-155059283	chr1:155024760-155037222	chr1:155031223-155037222
ENSG00000243364	chr1	155036236	+	EFNA4	chr1:155036207-155042029	chr1:155031236-155046347	chr1:155031236-155037235
ENSG00000143590	chr1	155051347	+	EFNA3	chr1:155036224-155060014	chr1:155037235-155094935	chr1:155046347-155052346
ENSG00000169242	chr1	155099935	+	EFNA1	chr1:155099936-155107333	chr1:155052346-155103325	chr1:155094935-155100934
ENSG00000169241	chr1	155108325	+	SLC50A1	chr1:155107820-155111329	chr1:155100934-155111884	chr1:155103325-155109324
ENSG00000179085	chr1	155112883	-	DPM3	chr1:155112367-155113071	chr1:155109324-155141442	chr1:155111884-155117883
ENSG00000163462	chr1	155146442	+	TRIM46	chr1:155145873-155157447	chr1:155117883-155147441	chr1:155141442-155147441
ENSG00000163463	chr1	155145809	-	KRTCAP2	chr1:155141884-155145951	chr1:155144810-155161707	chr1:155144810-155150809
ENSG00000185499	chr1	155162706	-	MUC1	chr1:155158300-155162707	chr1:155150809-155173489	chr1:155161707-155167706
ENSG00000173171	chr1	155178489	+	MTX1	chr1:155178490-155183615	chr1:155167706-155179488	chr1:155173489-155179488
ENSG00000169231	chr1	155177688	-	THBS3	chr1:155165379-155178842	chr1:155176689-155213462	chr1:155176689-155182688
ENSG00000177628	chr1	155214461	-	GBA	chr1:155204243-155214490	chr1:155182688-155224179	chr1:155213462-155219461
ENSG00000160767	chr1	155225178	-	FAM189B	chr1:155216996-155225274	chr1:155219461-155231051	chr1:155224179-155230178
ENSG00000116521	chr1	155232050	-	SCAMP3	chr1:155225770-155232221	chr1:155230178-155242079	chr1:155231051-155237050
ENSG00000176444	chr1	155243078	-	CLK2	chr1:155232659-155248282	chr1:155237050-155248078	chr1:155242079-155248078
ENSG00000143630	chr1	155247373	+	HCN3	chr1:155247374-155259639	chr1:155242373-155270226	chr1:155242373-155248372
ENSG00000143627	chr1	155271225	-	PKLR	chr1:155259630-155271225	chr1:155248372-155276225	chr1:155270226-155276225
ENSG00000160752	chr1	155278706	+	FDPS	chr1:155278539-155290457	chr1:155273706-155285717	chr1:155273706-155279705
ENSG00000160753	chr1	155290717	+	RUSC1	chr1:155290687-155300905	chr1:155279705-155531324	chr1:155285717-155291716
ENSG00000116539	chr1	155532323	-	ASH1L	chr1:155305059-155532598	chr1:155291716-155575015	chr1:155531324-155537323
ENSG00000125459	chr1	155580015	+	MSTO1	chr1:155579979-155718153	chr1:155537323-155653848	chr1:155575015-155581014
ENSG00000132676	chr1	155658848	+	DAP3	chr1:155657751-155708801	chr1:155581014-155659847	chr1:155653848-155659847
ENSG00000163374	chr1	155658260	-	YY1AP1	chr1:155629237-155658791	chr1:155657261-155824299	chr1:155657261-155663260
ENSG00000132718	chr1	155829299	+	SYT11	chr1:155829300-155854990	chr1:155663260-155830298	chr1:155824299-155830298
ENSG00000116580	chr1	155829191	-	GON4L	chr1:155719508-155829191	chr1:155828192-155879707	chr1:155828192-155834191
ENSG00000143622	chr1	155880706	-	RIT1	chr1:155867599-155881195	chr1:155834191-155903189	chr1:155879707-155885706
ENSG00000132680	chr1	155904188	-	KIAA0907	chr1:155882834-155904191	chr1:155885706-155909188	chr1:155903189-155909188
ENSG00000173080	chr1	155911479	+	RXFP4	chr1:155911480-155912625	chr1:155906479-155947319	chr1:155906479-155912478
ENSG00000116584	chr1	155948318	-	ARHGEF2	chr1:155916630-155976861	chr1:155912478-155989751	chr1:155947319-155953318
ENSG00000163479	chr1	155990750	-	SSR2	chr1:155978839-155990750	chr1:155953318-156019542	chr1:155989751-155995750
ENSG00000116586	chr1	156024542	+	LAMTOR2	chr1:156024543-156028301	chr1:155995750-156025541	chr1:156019542-156025541
ENSG00000160803	chr1	156023585	-	UBQLN4	chr1:156005092-156023585	chr1:156022586-156028585	chr1:156022586-156028585
ENSG00000132698	chr1	156030950	+	RAB25	chr1:156030951-156040295	chr1:156025950-156050790	chr1:156025950-156031949
ENSG00000254726	chr1	156051789	-	MEX3A	chr1:156041804-156051789	chr1:156031949-156079497	chr1:156050790-156056789
ENSG00000160789	chr1	156084497	+	LMNA	chr1:156052364-156109880	chr1:156056789-156118317	chr1:156079497-156085496
ENSG00000196189	chr1	156123317	+	SEMA4A	chr1:156117157-156147543	chr1:156085496-156158879	chr1:156118317-156124316
ENSG00000160785	chr1	156163879	+	SLC25A44	chr1:156163880-156182587	chr1:156124316-156177797	chr1:156158879-156164878
ENSG00000260238	chr1	156182797	+	PMF1-BGLAP	chr1:156182773-156213123	chr1:156164878-156183796	chr1:156177797-156183796
ENSG00000160783	chr1	156182797	+	PMF1	chr1:156182784-156212874	chr1:156177797-156206752	chr1:156177797-156183796
ENSG00000242252	chr1	156211752	+	BGLAP	chr1:156211753-156213112	chr1:156183796-156216844	chr1:156206752-156212751
ENSG00000160781	chr1	156217843	-	PAQR6	chr1:156213206-156217881	chr1:156212751-156249069	chr1:156216844-156222843
ENSG00000163472	chr1	156254069	+	TMEM79	chr1:156252726-156262976	chr1:156222843-156255068	chr1:156249069-156255068
ENSG00000198952	chr1	156252616	-	SMG5	chr1:156219015-156252620	chr1:156251617-156264464	chr1:156251617-156257616
ENSG00000198715	chr1	156265463	-	C1orf85	chr1:156259880-156265463	chr1:156257616-156270463	chr1:156264464-156270463
ENSG00000189030	chr1	156269428	-	VHLL	chr1:156268415-156269428	chr1:156268429-156302104	chr1:156268429-156274428
ENSG00000163467	chr1	156307104	+	TSACC	chr1:156307105-156316786	chr1:156274428-156308103	chr1:156302104-156308103
ENSG00000163468	chr1	156308256	-	CCT3	chr1:156278759-156337664	chr1:156307257-156334002	chr1:156307257-156313256
ENSG00000132677	chr1	156339002	+	RHBG	chr1:156339003-156355011	chr1:156313256-156398185	chr1:156334002-156340001
ENSG00000125462	chr1	156399184	-	C1orf61	chr1:156374042-156400493	chr1:156340001-156469621	chr1:156398185-156404184
ENSG00000116604	chr1	156470620	-	MEF2D	chr1:156433519-156470620	chr1:156404184-156541333	chr1:156469621-156475620
ENSG00000183856	chr1	156542332	-	IQGAP3	chr1:156495197-156542396	chr1:156475620-156556553	chr1:156541333-156547332
ENSG00000163382	chr1	156561553	+	APOA1BP	chr1:156561554-156564091	chr1:156547332-156570263	chr1:156556553-156562552
ENSG00000160818	chr1	156571262	-	GPATCH4	chr1:156564279-156571288	chr1:156562552-156584085	chr1:156570263-156576262
ENSG00000132702	chr1	156589085	+	HAPLN2	chr1:156589086-156595517	chr1:156576262-156606739	chr1:156584085-156590084
ENSG00000132692	chr1	156611739	+	BCAN	chr1:156611182-156629324	chr1:156590084-156646190	chr1:156606739-156612738
ENSG00000132688	chr1	156647189	-	NES	chr1:156638555-156647189	chr1:156612738-156674394	chr1:156646190-156652189
ENSG00000143320	chr1	156675393	-	CRABP2	chr1:156669398-156675608	chr1:156652189-156693266	chr1:156674394-156680393
ENSG00000143303	chr1	156698266	+	RRNAD1	chr1:156698234-156706752	chr1:156680393-156699265	chr1:156693266-156699265
ENSG00000143319	chr1	156698227	-	ISG20L2	chr1:156691683-156698591	chr1:156697228-156709881	chr1:156697228-156703227
ENSG00000143314	chr1	156710880	-	MRPL24	chr1:156707095-156711382	chr1:156703227-156721241	chr1:156709881-156715880
ENSG00000143321	chr1	156722240	-	HDGF	chr1:156711899-156736717	chr1:156715880-156732291	chr1:156721241-156727240
ENSG00000143294	chr1	156737291	+	PRCC	chr1:156720402-156770607	chr1:156727240-156785641	chr1:156732291-156738290
ENSG00000027869	chr1	156786640	-	SH2D2A	chr1:156776035-156786654	chr1:156738290-156825685	chr1:156785641-156791640
ENSG00000198400	chr1	156830685	+	NTRK1	chr1:156785432-156851642	chr1:156791640-156831684	chr1:156825685-156831684
ENSG00000027644	chr1	156828810	-	INSRR	chr1:156809855-156828810	chr1:156827811-156858511	chr1:156827811-156833810
ENSG00000187800	chr1	156863511	+	PEAR1	chr1:156863490-156886226	chr1:156833810-157014163	chr1:156858511-156864510
ENSG00000132694	chr1	157015162	-	ARHGEF11	chr1:156904632-157015162	chr1:156864510-157068601	chr1:157014163-157020162
ENSG00000253831	chr1	157069600	-	ETV3L	chr1:157061836-157069600	chr1:157020162-157107160	chr1:157068601-157074600
ENSG00000117036	chr1	157108159	-	ETV3	chr1:157090983-157108266	chr1:157074600-157521311	chr1:157107160-157113159
ENSG00000143297	chr1	157522310	-	FCRL5	chr1:157483167-157522310	chr1:157113159-157566871	chr1:157521311-157527310
ENSG00000163518	chr1	157567870	-	FCRL4	chr1:157543539-157567870	chr1:157527310-157669648	chr1:157566871-157572870
ENSG00000160856	chr1	157670647	-	FCRL3	chr1:157644111-157670647	chr1:157572870-157745913	chr1:157669648-157675647
ENSG00000132704	chr1	157746912	-	FCRL2	chr1:157715523-157746922	chr1:157675647-157788896	chr1:157745913-157751912
ENSG00000163534	chr1	157789895	-	FCRL1	chr1:157764193-157789895	chr1:157751912-157810589	chr1:157788896-157794895
ENSG00000073754	chr1	157811588	-	CD5L	chr1:157800704-157868046	chr1:157794895-157958399	chr1:157810589-157816588
ENSG00000183853	chr1	157963399	+	KIRREL	chr1:157963063-158070052	chr1:157816588-158144736	chr1:157958399-157964398
ENSG00000158473	chr1	158149736	+	CD1D	chr1:158149737-158154686	chr1:157964398-158218926	chr1:158144736-158150735
ENSG00000158477	chr1	158223926	+	CD1A	chr1:158223927-158228059	chr1:158150735-158254575	chr1:158218926-158224925
ENSG00000158481	chr1	158259575	+	CD1C	chr1:158259576-158263420	chr1:158224925-158300322	chr1:158254575-158260574
ENSG00000158485	chr1	158301321	-	CD1B	chr1:158297741-158301321	chr1:158260574-158318539	chr1:158300322-158306321
ENSG00000158488	chr1	158323539	+	CD1E	chr1:158323254-158327343	chr1:158306321-158368257	chr1:158318539-158324538
ENSG00000186306	chr1	158369256	-	OR10T2	chr1:158368312-158369256	chr1:158324538-158389657	chr1:158368257-158374256
ENSG00000180708	chr1	158390656	-	OR10K2	chr1:158389718-158390656	chr1:158374256-158430271	chr1:158389657-158395656
ENSG00000173285	chr1	158435271	+	OR10K1	chr1:158435272-158436344	chr1:158395656-158444667	chr1:158430271-158436270
ENSG00000198965	chr1	158449667	+	OR10R2	chr1:158449668-158450675	chr1:158436270-158516896	chr1:158444667-158450666
ENSG00000197532	chr1	158517895	-	OR6Y1	chr1:158516918-158517895	chr1:158450666-158532395	chr1:158516896-158522895
ENSG00000186440	chr1	158533394	-	OR6P1	chr1:158532441-158533394	chr1:158522895-158548690	chr1:158532395-158538394
ENSG00000186400	chr1	158549689	-	OR10X1	chr1:158548709-158549689	chr1:158538394-158571228	chr1:158548690-158554689
ENSG00000198967	chr1	158576228	+	OR10Z1	chr1:158576229-158577170	chr1:158554689-158655489	chr1:158571228-158577227
ENSG00000163554	chr1	158656488	-	SPTA1	chr1:158580496-158656488	chr1:158577227-158669487	chr1:158655489-158661488
ENSG00000196171	chr1	158670486	-	OR6K2	chr1:158669369-158670486	chr1:158661488-158686906	chr1:158669487-158675486
ENSG00000203757	chr1	158687905	-	OR6K3	chr1:158686958-158687953	chr1:158675486-158719509	chr1:158686906-158692905
ENSG00000180433	chr1	158724509	+	OR6K6	chr1:158724510-158725681	chr1:158692905-158735493	chr1:158719509-158725508
ENSG00000197403	chr1	158736492	-	OR6N1	chr1:158735466-158736492	chr1:158725508-158746426	chr1:158735493-158741492
ENSG00000188340	chr1	158747425	-	OR6N2	chr1:158746472-158747425	chr1:158741492-158796106	chr1:158746426-158752425
ENSG00000163563	chr1	158801106	+	MNDA	chr1:158801107-158819296	chr1:158752425-158896341	chr1:158796106-158802105
ENSG00000163564	chr1	158901341	+	PYHIN1	chr1:158900586-158946844	chr1:158802105-158974681	chr1:158896341-158902340
ENSG00000163565	chr1	158979681	+	IFI16	chr1:158969758-159024945	chr1:158902340-159045692	chr1:158974681-158980680
ENSG00000163568	chr1	159046691	-	AIM2	chr1:159032274-159116886	chr1:158980680-159136398	chr1:159045692-159051691
ENSG00000162706	chr1	159141398	+	CADM3	chr1:159141399-159173103	chr1:159051691-159170200	chr1:159136398-159142397
ENSG00000213088	chr1	159175200	+	DARC	chr1:159173097-159176290	chr1:159142397-159254503	chr1:159170200-159176199
ENSG00000179639	chr1	159259503	+	FCER1A	chr1:159259504-159278014	chr1:159176199-159283450	chr1:159254503-159260502
ENSG00000196266	chr1	159284449	-	OR10J3	chr1:159283460-159284449	chr1:159260502-159404511	chr1:159283450-159289449
ENSG00000196184	chr1	159409511	+	OR10J1	chr1:159409512-159410600	chr1:159289449-159504843	chr1:159404511-159410510
ENSG00000184155	chr1	159505842	-	OR10J5	chr1:159504793-159505842	chr1:159410510-159552614	chr1:159504843-159510842
ENSG00000132703	chr1	159557614	+	APCS	chr1:159557615-159558655	chr1:159510842-159683380	chr1:159552614-159558613
ENSG00000132693	chr1	159684379	-	CRP	chr1:159682079-159684379	chr1:159558613-159745792	chr1:159683380-159689379
ENSG00000158716	chr1	159750792	+	DUSP23	chr1:159750722-159752333	chr1:159689379-159767213	chr1:159745792-159751791
ENSG00000181036	chr1	159772213	+	FCRL6	chr1:159770301-159786041	chr1:159751791-159791539	chr1:159767213-159773212
ENSG00000158714	chr1	159796539	+	SLAMF8	chr1:159796540-159807039	chr1:159773212-159824138	chr1:159791539-159797538
ENSG00000188004	chr1	159825137	-	C1orf204	chr1:159804264-159825137	chr1:159797538-159831448	chr1:159824138-159830137
ENSG00000243284	chr1	159832447	-	VSIG8	chr1:159824106-159832447	chr1:159830137-159868954	chr1:159831448-159837447
